History Deal - 08/11/2025 12:03:20
ID : 25100022 - From Date : 2025-07-15 - To Date : 2025-11-08
Account Id,Ticket,Date/Time,Type,Volume,Symbol,Price,Direction,Commission,Swap,Profit
25100015,250710483,2025-07-15 05:13:33,buy,0.1,AUDNZD,1.051,in,0,0,0
25100015,250710484,2025-07-15 05:14:17,buy,0.1,AUDJPY,1.09,in,0,0,0
25100015,250710485,2025-07-15 05:15:33,buy,0.1,AUDJPY,1.084,in,0,0,0
25100016,250710487,2025-07-15 05:17:24,buy,22,AUDJPY,1.082,in,0,0,0
25100015,250710489,2025-07-15 05:23:15,sell,0.1,AUDJPY,1.084,out,0,0,1.1
25100015,250710490,2025-07-15 05:23:16,sell,0.1,AUDNZD,1.051,out,0,0,2.7
25100015,250710491,2025-07-15 05:23:17,sell,0.1,AUDJPY,1.09,out,0,0,-3.7
25100016,250710492,2025-07-15 05:23:34,sell,22,AUDJPY,1.082,out,0,0,-638
25100015,250710498,2025-07-15 05:35:25,buy,0.1,AUDJPY,1.094,in,0,0,0
25100015,250710499,2025-07-15 05:35:27,sell,0.1,AUDJPY,1.094,out,0,0,-1.9
25100015,250710500,2025-07-15 05:36:23,buy,0.1,AUDJPY,1.06,in,0,0,0
25100015,250710501,2025-07-15 05:36:36,buy,0.1,AUDJPY,1.08,in,0,0,0
25100015,250710502,2025-07-15 05:39:11,buy,0.1,AUDJPY,1.079,in,0,0,0
25100016,250710503,2025-07-15 05:40:51,buy,0.1,AUDJPY,1.099,in,0,0,0
25100016,250710504,2025-07-15 05:41:41,buy,1,AUDJPY,1.074,in,0,0,0
25100016,250710505,2025-07-15 05:41:46,buy,0.1,AUDJPY,1.051,in,0,0,0
25100016,250710506,2025-07-15 05:42:23,sell,1,AUDJPY,1.074,out,0,0,25
25100016,250710507,2025-07-15 05:42:23,sell,0.1,AUDJPY,1.099,out,0,0,0
25100016,250710508,2025-07-15 05:42:23,sell,0.1,AUDJPY,1.051,out,0,0,4.8
25100016,250710509,2025-07-15 05:42:35,buy,0.1,AUDJPY,1.091,in,0,0,0
25100015,250710514,2025-07-15 05:57:14,buy,0.1,AUDNZD,1.076,in,0,0,0
25100015,250710519,2025-07-15 05:58:13,sell,0.1,AUDNZD,1.076,out,0,0,-0.8
25100015,250710520,2025-07-15 05:58:19,sell,0.1,AUDJPY,1.06,out,0,0,1.4
25100015,250710521,2025-07-15 05:58:19,sell,0.1,AUDJPY,1.08,out,0,0,-0.6
25100015,250710522,2025-07-15 05:58:19,sell,0.1,AUDJPY,1.079,out,0,0,-0.5
25100016,250710523,2025-07-15 05:58:19,sell,0.1,AUDJPY,1.091,out,0,0,-1.7
25100015,250710528,2025-07-15 05:58:58,buy,0.1,AUDJPY,1.054,in,0,0,0
25100015,250710531,2025-07-15 05:59:16,sell,0.1,AUDJPY,1.054,out,0,0,-0.1
25100015,250710532,2025-07-15 05:59:33,buy,0.1,AUDJPY,1.054,in,0,0,0
25100015,250710553,2025-07-15 06:05:53,buy,0.1,AUDJPY,1.09,in,0,0,0
25100015,250710554,2025-07-15 06:05:53,buy,0.1,AUDJPY,1.09,in,0,0,0
25100015,250710555,2025-07-15 06:05:53,buy,0.1,AUDJPY,1.09,in,0,0,0
25100015,250710556,2025-07-15 06:05:54,buy,0.1,AUDJPY,1.09,in,0,0,0
25100015,250710557,2025-07-15 06:05:54,buy,0.1,AUDJPY,1.09,in,0,0,0
25100015,250710558,2025-07-15 06:05:54,buy,0.1,AUDJPY,1.09,in,0,0,0
25100015,250710559,2025-07-15 06:05:54,buy,0.1,AUDJPY,1.09,in,0,0,0
25100015,250710560,2025-07-15 06:05:55,buy,0.1,AUDJPY,1.09,in,0,0,0
25100015,250710561,2025-07-15 06:05:55,buy,0.1,AUDJPY,1.058,in,0,0,0
25100015,250710562,2025-07-15 06:05:55,buy,0.1,AUDJPY,1.058,in,0,0,0
25100015,250710563,2025-07-15 06:05:55,buy,0.1,AUDJPY,1.058,in,0,0,0
25100015,250710564,2025-07-15 06:05:55,buy,0.1,AUDJPY,1.058,in,0,0,0
25100015,250710565,2025-07-15 06:05:55,buy,0.1,AUDJPY,1.058,in,0,0,0
25100015,250710566,2025-07-15 06:05:56,buy,0.1,AUDJPY,1.058,in,0,0,0
25100015,250710567,2025-07-15 06:05:56,buy,0.1,AUDJPY,1.058,in,0,0,0
25100015,250710568,2025-07-15 06:05:56,buy,0.1,AUDJPY,1.058,in,0,0,0
25100015,250710569,2025-07-15 06:05:56,buy,0.1,AUDJPY,1.058,in,0,0,0
25100015,250710570,2025-07-15 06:05:56,buy,0.1,AUDJPY,1.058,in,0,0,0
25100015,250710571,2025-07-15 06:07:52,sell,0.1,AUDJPY,1.09,out,0,0,-1.9
25100015,250710572,2025-07-15 06:07:52,sell,0.1,AUDJPY,1.054,out,0,0,1.7
25100015,250710573,2025-07-15 06:07:52,sell,0.1,AUDJPY,1.09,out,0,0,-1.9
25100015,250710574,2025-07-15 06:07:52,sell,0.1,AUDJPY,1.09,out,0,0,-1.9
25100015,250710575,2025-07-15 06:07:52,sell,0.1,AUDJPY,1.09,out,0,0,-1.9
25100015,250710576,2025-07-15 06:07:52,sell,0.1,AUDJPY,1.09,out,0,0,-1.9
25100015,250710577,2025-07-15 06:07:52,sell,0.1,AUDJPY,1.09,out,0,0,-1.9
25100015,250710578,2025-07-15 06:07:52,sell,0.1,AUDJPY,1.09,out,0,0,-1.9
25100015,250710579,2025-07-15 06:07:52,sell,0.1,AUDJPY,1.09,out,0,0,-1.9
25100015,250710580,2025-07-15 06:07:52,sell,0.1,AUDJPY,1.058,out,0,0,1.3
25100015,250710581,2025-07-15 06:07:52,sell,0.1,AUDJPY,1.058,out,0,0,1.3
25100015,250710582,2025-07-15 06:07:52,sell,0.1,AUDJPY,1.058,out,0,0,0.6
25100015,250710583,2025-07-15 06:07:52,sell,0.1,AUDJPY,1.058,out,0,0,0.6
25100015,250710584,2025-07-15 06:07:52,sell,0.1,AUDJPY,1.058,out,0,0,0.6
25100015,250710585,2025-07-15 06:07:52,sell,0.1,AUDJPY,1.058,out,0,0,0.6
25100015,250710586,2025-07-15 06:07:52,sell,0.1,AUDJPY,1.058,out,0,0,0.6
25100015,250710587,2025-07-15 06:07:52,sell,0.1,AUDJPY,1.058,out,0,0,0.6
25100015,250710588,2025-07-15 06:07:52,sell,0.1,AUDJPY,1.058,out,0,0,0.6
25100015,250710589,2025-07-15 06:07:52,sell,0.1,AUDJPY,1.058,out,0,0,0.6
25100015,250710590,2025-07-15 06:09:36,buy,0.1,AUDJPY,1.073,in,0,0,0
25100015,250710591,2025-07-15 06:09:37,buy,0.1,AUDJPY,1.074,in,0,0,0
25100015,250710592,2025-07-15 06:09:37,buy,0.1,AUDJPY,1.074,in,0,0,0
25100015,250710593,2025-07-15 06:09:38,buy,0.1,AUDJPY,1.074,in,0,0,0
25100015,250710594,2025-07-15 06:09:38,buy,0.1,AUDJPY,1.074,in,0,0,0
25100015,250710595,2025-07-15 06:09:38,buy,0.1,AUDJPY,1.074,in,0,0,0
25100015,250710596,2025-07-15 06:09:38,buy,0.1,AUDJPY,1.074,in,0,0,0
25100015,250710597,2025-07-15 06:09:38,buy,0.1,AUDJPY,1.074,in,0,0,0
25100015,250710598,2025-07-15 06:09:38,buy,0.1,AUDJPY,1.074,in,0,0,0
25100015,250710599,2025-07-15 06:09:39,buy,0.1,AUDJPY,1.074,in,0,0,0
25100015,250710600,2025-07-15 06:09:39,buy,0.1,AUDJPY,1.074,in,0,0,0
25100015,250710601,2025-07-15 06:09:39,buy,0.1,AUDJPY,1.074,in,0,0,0
25100015,250710602,2025-07-15 06:09:39,buy,0.1,AUDJPY,1.074,in,0,0,0
25100015,250710603,2025-07-15 06:09:39,buy,0.1,AUDJPY,1.074,in,0,0,0
25100015,250710604,2025-07-15 06:09:40,buy,0.1,AUDJPY,1.074,in,0,0,0
25100015,250710605,2025-07-15 06:11:00,sell,0.1,AUDJPY,1.074,out,0,0,1.3
25100015,250710606,2025-07-15 06:11:00,sell,0.1,AUDJPY,1.073,out,0,0,1.4
25100015,250710607,2025-07-15 06:11:00,sell,0.1,AUDJPY,1.074,out,0,0,1.3
25100015,250710608,2025-07-15 06:11:00,sell,0.1,AUDJPY,1.074,out,0,0,1.3
25100015,250710609,2025-07-15 06:11:00,sell,0.1,AUDJPY,1.074,out,0,0,1.3
25100015,250710610,2025-07-15 06:11:00,sell,0.1,AUDJPY,1.074,out,0,0,1.3
25100015,250710611,2025-07-15 06:11:00,sell,0.1,AUDJPY,1.074,out,0,0,1.3
25100015,250710612,2025-07-15 06:11:00,sell,0.1,AUDJPY,1.074,out,0,0,1.3
25100015,250710613,2025-07-15 06:11:00,sell,0.1,AUDJPY,1.074,out,0,0,1.3
25100015,250710614,2025-07-15 06:11:00,sell,0.1,AUDJPY,1.074,out,0,0,1.3
25100015,250710615,2025-07-15 06:11:00,sell,0.1,AUDJPY,1.074,out,0,0,1.3
25100015,250710616,2025-07-15 06:11:00,sell,0.1,AUDJPY,1.074,out,0,0,1.3
25100015,250710617,2025-07-15 06:11:00,sell,0.1,AUDJPY,1.074,out,0,0,1.3
25100015,250710618,2025-07-15 06:11:00,sell,0.1,AUDJPY,1.074,out,0,0,1.3
25100015,250710619,2025-07-15 06:11:00,sell,0.1,AUDJPY,1.074,out,0,0,1.3
25100015,250710622,2025-07-15 06:50:05,buy,0.1,AUDJPY,1.075,in,0,0,0
25100015,250710623,2025-07-15 06:50:06,buy,0.1,AUDJPY,1.075,in,0,0,0
25100015,250710624,2025-07-15 06:50:06,buy,0.1,AUDJPY,1.075,in,0,0,0
25100015,250710625,2025-07-15 06:50:06,buy,0.1,AUDJPY,1.075,in,0,0,0
25100015,250710626,2025-07-15 06:50:06,buy,0.1,AUDJPY,1.075,in,0,0,0
25100015,250710627,2025-07-15 06:50:06,buy,0.1,AUDJPY,1.075,in,0,0,0
25100015,250710628,2025-07-15 06:50:06,buy,0.1,AUDJPY,1.075,in,0,0,0
25100015,250710629,2025-07-15 06:50:07,buy,0.1,AUDJPY,1.075,in,0,0,0
25100015,250710630,2025-07-15 06:50:07,buy,0.1,AUDJPY,1.075,in,0,0,0
25100015,250710631,2025-07-15 06:50:07,buy,0.1,AUDJPY,1.075,in,0,0,0
25100015,250710632,2025-07-15 06:50:07,buy,0.1,AUDJPY,1.081,in,0,0,0
25100015,250710633,2025-07-15 06:50:07,buy,0.1,AUDJPY,1.081,in,0,0,0
25100015,250710634,2025-07-15 06:51:46,sell,0.1,AUDJPY,1.075,out,0,0,-2.3
25100015,250710635,2025-07-15 06:51:46,sell,0.1,AUDJPY,1.075,out,0,0,-2.3
25100015,250710636,2025-07-15 06:51:46,sell,0.1,AUDJPY,1.075,out,0,0,-2.3
25100015,250710637,2025-07-15 06:51:46,sell,0.1,AUDJPY,1.075,out,0,0,-2.3
25100015,250710638,2025-07-15 06:51:46,sell,0.1,AUDJPY,1.075,out,0,0,-2.3
25100015,250710639,2025-07-15 06:51:46,sell,0.1,AUDJPY,1.075,out,0,0,-2.3
25100015,250710640,2025-07-15 06:51:46,sell,0.1,AUDJPY,1.075,out,0,0,-2.3
25100015,250710641,2025-07-15 06:51:46,sell,0.1,AUDJPY,1.075,out,0,0,-2.3
25100015,250710642,2025-07-15 06:51:46,sell,0.1,AUDJPY,1.075,out,0,0,-2.3
25100015,250710643,2025-07-15 06:51:46,sell,0.1,AUDJPY,1.075,out,0,0,-2.3
25100015,250710644,2025-07-15 06:51:46,sell,0.1,AUDJPY,1.081,out,0,0,-2.9
25100015,250710645,2025-07-15 06:51:46,sell,0.1,AUDJPY,1.081,out,0,0,-2.9
25100015,250710646,2025-07-15 06:52:05,buy,0.1,AUDNZD,1.089,in,0,0,0
25100015,250710647,2025-07-15 06:52:06,buy,0.1,AUDNZD,1.089,in,0,0,0
25100015,250710648,2025-07-15 06:52:06,buy,0.1,AUDNZD,1.089,in,0,0,0
25100015,250710649,2025-07-15 06:52:06,buy,0.1,AUDNZD,1.089,in,0,0,0
25100015,250710650,2025-07-15 06:52:06,buy,0.1,AUDNZD,1.089,in,0,0,0
25100015,250710651,2025-07-15 06:52:06,buy,0.1,AUDNZD,1.089,in,0,0,0
25100015,250710652,2025-07-15 06:52:06,buy,0.1,AUDNZD,1.089,in,0,0,0
25100015,250710653,2025-07-15 06:52:07,buy,0.1,AUDNZD,1.089,in,0,0,0
25100015,250710654,2025-07-15 06:52:07,buy,0.1,AUDNZD,1.089,in,0,0,0
25100015,250710655,2025-07-15 06:52:07,buy,0.1,AUDNZD,1.089,in,0,0,0
25100015,250710656,2025-07-15 06:52:07,buy,0.1,AUDNZD,1.071,in,0,0,0
25100015,250710657,2025-07-15 06:52:07,buy,0.1,AUDNZD,1.071,in,0,0,0
25100015,250710658,2025-07-15 06:52:08,buy,0.1,AUDNZD,1.071,in,0,0,0
25100015,250710660,2025-07-15 06:56:27,sell,0.1,AUDNZD,1.089,out,0,0,0.4
25100015,250710661,2025-07-15 06:56:27,sell,0.1,AUDNZD,1.089,out,0,0,0.4
25100015,250710662,2025-07-15 06:56:27,sell,0.1,AUDNZD,1.089,out,0,0,0.4
25100015,250710663,2025-07-15 06:56:27,sell,0.1,AUDNZD,1.089,out,0,0,0.4
25100015,250710664,2025-07-15 06:56:27,sell,0.1,AUDNZD,1.089,out,0,0,0.4
25100015,250710665,2025-07-15 06:56:27,sell,0.1,AUDNZD,1.089,out,0,0,0.4
25100015,250710666,2025-07-15 06:56:28,sell,0.1,AUDNZD,1.089,out,0,0,0.4
25100015,250710667,2025-07-15 06:56:28,sell,0.1,AUDNZD,1.089,out,0,0,0.4
25100015,250710668,2025-07-15 06:56:28,sell,0.1,AUDNZD,1.089,out,0,0,0.4
25100015,250710669,2025-07-15 06:56:28,sell,0.1,AUDNZD,1.089,out,0,0,0.4
25100015,250710670,2025-07-15 06:56:28,sell,0.1,AUDNZD,1.071,out,0,0,2.2
25100015,250710671,2025-07-15 06:56:28,sell,0.1,AUDNZD,1.071,out,0,0,2.2
25100015,250710672,2025-07-15 06:56:28,sell,0.1,AUDNZD,1.071,out,0,0,2.2
25100015,250710710,2025-07-15 07:56:17,buy,0.1,AUDJPY,1.084,in,0,0,0
25100015,250710711,2025-07-15 07:56:21,sell,0.1,AUDJPY,1.084,out,0,0,0.7
25100015,250710712,2025-07-15 07:57:00,buy,0.1,AUDJPY,1.063,in,0,0,0
25100015,250710713,2025-07-15 07:57:02,buy,0.1,AUDJPY,1.059,in,0,0,0
25100015,250710714,2025-07-15 07:57:05,sell,0.1,AUDJPY,1.079,in,0,0,0
25100015,250710715,2025-07-15 07:57:09,sell,0.1,AUDJPY,1.072,in,0,0,0
25100015,250710716,2025-07-15 07:57:14,buy,0.1,AUDUSD,1.093,in,0,0,0
25100015,250710717,2025-07-15 07:57:17,buy,0.1,AUDUSD,1.075,in,0,0,0
25100015,250710759,2025-07-15 08:27:31,sell,0.1,AUDJPY,1.063,out,0,0,2.3
25100015,250710760,2025-07-15 08:27:31,sell,0.1,AUDJPY,1.059,out,0,0,2.7
25100015,250710761,2025-07-15 08:27:31,buy,0.1,AUDJPY,1.072,out,0,0,-1.4
