Journal - 08/11/2025 10:55:46
ID : 25100022 - From Date : 2025-08-06 - To Date : 2025-11-08
Account Id,Date/Time,Type,Device,Ip,Description
25100020,2025-07-09 10:25:57,req_account,web,163.53.179.29,account Vishal has been created #25100020
25100020,2025-07-09 10:25:57,req_account,web,163.53.179.29,100000.000000 deposited into your account 
25100020,2025-07-09 10:26:15,login,web,163.53.179.29,logged in to the system
25100020,2025-07-09 10:27:58,logout,web,163.53.179.29,logged out from the system
25100020,2025-07-10 05:52:24,login,web,163.53.179.29,logged in to the system
25100020,2025-07-10 05:52:32,logout,web,163.53.179.29,logged out from the system due to multiple sessions limit reached
25100020,2025-07-10 05:52:32,login,web,163.53.179.29,logged in to the system
25100020,2025-07-10 05:52:36,logout,web,163.53.179.29,logged out from the system due to multiple sessions limit reached
25100020,2025-07-10 05:52:36,login,web,163.53.179.29,logged in to the system
25100020,2025-07-10 05:52:44,logout,web,163.53.179.29,logged out from the system due to multiple sessions limit reached
25100020,2025-07-10 05:52:44,login,web,163.53.179.29,logged in to the system
25100020,2025-07-10 05:52:53,logout,web,163.53.179.29,logged out from the system due to multiple sessions limit reached
25100020,2025-07-10 05:52:53,login,web,163.53.179.29,logged in to the system
25100020,2025-07-10 06:01:56,login,web,163.53.179.29,logged in to the system
25100020,2025-07-10 06:02:10,req_order,web,163.53.179.29,new order has been requested type of market_order volume 0.100000 symbol #25100021
25100020,2025-07-10 06:02:15,req_order,web,163.53.179.29,new order has been requested type of market_order volume 0.100000 symbol #25100021
25100020,2025-07-10 06:02:19,req_order,web,163.53.179.29,new order has been requested type of market_order volume 0.100000 symbol #25100021
25100020,2025-07-10 06:04:47,logout,web,163.53.179.29,logged out from the system
25100020,2025-07-10 06:04:55,login,web,163.53.179.29,logged in to the system
25100020,2025-07-10 06:04:59,req_position,web,163.53.179.29,requested to close the position #250710039
25100020,2025-07-10 06:05:00,req_position,web,163.53.179.29,requested to close the position #250710038
25100020,2025-07-10 06:05:01,req_position,web,163.53.179.29,requested to close the position #250710037
25100020,2025-07-10 06:10:46,logout,web,163.53.179.29,logged out from the system
25100020,2025-07-10 06:12:00,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-10 06:12:08,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-10 06:12:11,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-10 06:12:21,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-10 09:35:09,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-10 09:35:11,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-10 09:35:12,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-10 09:35:13,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-10 09:35:15,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-10 10:44:02,req_position,web,163.53.179.29,the dealer #25100009 has requested to close the position #250710050
25100020,2025-07-10 10:44:03,req_position,web,163.53.179.29,the dealer #25100009 has requested to close the position #250710049
25100020,2025-07-10 10:44:04,req_position,web,163.53.179.29,the dealer #25100009 has requested to close the position #250710048
25100020,2025-07-10 10:44:04,req_position,web,163.53.179.29,the dealer #25100009 has requested to close the position #250710047
25100020,2025-07-10 10:44:07,req_position,web,163.53.179.29,the dealer #25100009 has requested to close the position #250710046
25100020,2025-07-10 10:52:59,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-10 10:52:59,req_order,api,,Risk Management System: Rule 'delay-order' intercepted BUY Market Order 0.10 lots @ 1.06700 [Symbol:25100021] order from Mobile App. Automatic processing initiated.
25100020,2025-07-10 10:52:59,req_order,api,,Risk Management: BUY Market Order 0.10 lots @ 1.06700 [Symbol:25100021] order processed with delay by rule 'delay-order'. Status: Order processed and ready for admin review.
25100020,2025-07-10 12:26:14,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-10 12:26:50,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-10 12:26:55,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-11 06:21:51,login,web,163.53.179.29,logged in to the system
25100020,2025-07-11 08:57:11,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-11 08:57:43,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-11 08:57:44,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-11 08:57:45,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-11 08:57:52,req_position,web,163.53.179.29,the dealer #25100009 has requested to close the position #250710116
25100020,2025-07-11 08:57:53,req_position,web,163.53.179.29,the dealer #25100009 has requested to close the position #250710117
25100020,2025-07-11 08:57:58,req_position,web,163.53.179.29,the dealer #25100009 has requested to close the position #250710118
25100020,2025-07-11 08:58:08,req_position,web,163.53.179.29,the dealer #25100009 has requested to close the position #250710119
25100020,2025-07-11 08:58:16,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-11 08:58:16,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-11 08:58:17,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-11 08:58:17,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-11 08:58:17,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-11 08:58:18,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-11 08:58:18,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-11 08:58:27,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 1.000000
25100020,2025-07-11 08:58:34,req_position,web,163.53.179.29,the dealer #25100009 has requested to close the position #250710120
25100020,2025-07-11 08:58:39,req_position,web,163.53.179.29,the dealer #25100009 has requested to close the position #250710123
25100020,2025-07-11 10:36:42,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-11 10:37:31,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-11 10:37:36,req_position,web,163.53.179.29,the dealer #25100009 has requested to close the position #250710137
25100020,2025-07-11 10:37:41,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-11 10:38:21,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-11 10:38:29,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-11 10:50:29,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-11 10:50:29,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-11 11:10:57,req_position,web,163.53.179.29,the dealer #25100009 has requested to close the position #250710141
25100020,2025-07-11 11:10:58,req_position,web,163.53.179.29,the dealer #25100009 has requested to close the position #250710140
25100020,2025-07-11 11:11:04,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-11 11:11:57,req_position,web,163.53.179.29,the dealer #25100009 has requested to close the position #250710143
25100020,2025-07-11 11:12:07,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-11 11:12:21,req_position,web,163.53.179.29,the dealer #25100009 has requested to close the position #250710144
25100020,2025-07-11 11:29:47,login,web,163.53.179.29,logged in to the system
25100020,2025-07-11 11:30:55,req_order,web,163.53.179.29,new order has been requested type of market_order volume 1.100000 symbol #25100007
25100020,2025-07-11 11:31:11,req_position,web,163.53.179.29,requested to close the position #250710156
25100020,2025-07-11 11:32:37,req_order,web,163.53.179.29,new order has been requested type of market_order volume 50.000000 symbol #25100007
25100020,2025-07-11 11:33:33,req_order,web,163.53.179.29,new order has been requested type of market_order volume 50.000000 symbol #25100007
25100020,2025-07-11 11:36:05,req_order,web,163.53.179.29,new order has been requested type of market_order volume 100.000000 symbol #25100007
25100020,2025-07-11 11:36:25,req_order,web,163.53.179.29,new order has been requested type of market_order volume 50.000000 symbol #25100007
25100020,2025-07-11 11:36:25,req_order,api,,Risk Management System: Rule 'Test-Routing on Symbol' intercepted BUY Market Order 50.00 lots @ 1.07700 [Symbol:25100007] order from Mobile App. Automatic processing initiated.
25100020,2025-07-11 11:36:55,login,web,163.53.179.29,logged in to the system
25100020,2025-07-11 11:37:22,req_order,web,163.53.179.29,new order has been requested type of market_order volume 50.000000 symbol #25100007
25100020,2025-07-11 11:37:30,login,web,163.53.179.29,logged in to the system
25100020,2025-07-11 11:37:40,req_order,web,163.53.179.29,new order has been requested type of market_order volume 50.000000 symbol #25100007
25100020,2025-07-11 11:38:05,req_order,web,163.53.179.29,new order has been requested type of market_order volume 10.000000 symbol #25100021
25100020,2025-07-11 11:39:45,req_order,api,,Risk Management: BUY Market Order 50.00 lots @ 1.07700 [Symbol:25100007] order processed with delay by rule 'Test-Routing on Symbol'. Status: Order processed and ready for admin review.
25100020,2025-07-11 11:40:06,req_order,api,,Risk Management System: Rule 'Test-Routing on Symbol' intercepted BUY Market Order 50.00 lots @ 1.08400 [Symbol:25100007] order from Mobile App. Automatic processing initiated.
25100020,2025-07-11 11:40:26,req_order,api,,Risk Management: BUY Market Order 50.00 lots @ 1.08400 [Symbol:25100007] order processed with delay by rule 'Test-Routing on Symbol'. Status: Order processed and ready for admin review.
25100020,2025-07-11 11:40:26,req_order,api,,Risk Management System: Rule 'Test-Routing on Symbol' intercepted BUY Market Order 50.00 lots @ 1.06700 [Symbol:25100007] order from Mobile App. Automatic processing initiated.
25100020,2025-07-11 11:40:46,req_order,api,,Risk Management: BUY Market Order 50.00 lots @ 1.06700 [Symbol:25100007] order processed with delay by rule 'Test-Routing on Symbol'. Status: Order processed and ready for admin review.
25100020,2025-07-11 11:42:06,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-11 11:42:14,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-11 11:42:25,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 11.000000
25100020,2025-07-11 11:42:25,req_order,api,,Risk Management System: Rule 'Test-Routing on Symbol' intercepted BUY Market Order 11.00 lots @ 1.06703 [Symbol:25100008] order from Mobile App. Automatic processing initiated.
25100020,2025-07-11 11:42:40,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 11.000000
25100020,2025-07-11 11:42:45,req_order,api,,Risk Management: BUY Market Order 11.00 lots @ 1.06703 [Symbol:25100008] order processed with delay by rule 'Test-Routing on Symbol'. Status: Order processed and ready for admin review.
25100020,2025-07-11 11:42:45,req_order,api,,Risk Management System: Rule 'Test-Routing on Symbol' intercepted BUY Market Order 11.00 lots @ 1.05200 [Symbol:25100007] order from Mobile App. Automatic processing initiated.
25100020,2025-07-11 11:43:05,req_order,api,,Risk Management: BUY Market Order 11.00 lots @ 1.05200 [Symbol:25100007] order processed with delay by rule 'Test-Routing on Symbol'. Status: Order processed and ready for admin review.
25100020,2025-07-11 11:44:16,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 12.000000
25100020,2025-07-11 11:44:16,req_order,api,,Risk Management System: Rule 'Test-Routing on Symbol' intercepted BUY Market Order 12.00 lots @ 1.09100 [Symbol:25100007] order from Mobile App. Automatic processing initiated.
25100020,2025-07-11 11:44:36,req_order,api,,Risk Management: BUY Market Order 12.00 lots @ 1.09100 [Symbol:25100007] order processed with delay by rule 'Test-Routing on Symbol'. Status: Order processed and ready for admin review.
25100020,2025-07-11 12:02:30,req_order,web,163.53.179.29,new order has been requested type of market_order volume 10.000000 symbol #25100007
25100020,2025-07-11 12:02:53,req_order,web,163.53.179.29,new order has been requested type of market_order volume 20.000000 symbol #25100007
25100020,2025-07-11 12:02:53,req_order,api,,Risk Management System: Rule 'Test-Routing on Symbol' intercepted BUY Market Order 20.00 lots @ 1.05300 [Symbol:25100007] order from Mobile App. Automatic processing initiated.
25100020,2025-07-11 12:03:12,req_order,web,163.53.179.29,new order has been requested type of market_order volume 50.000000 symbol #25100007
