History Position - 08/11/2025 12:01:40
ID : 25100022 - From Date : 2025-07-15 - To Date : 2025-11-08
Account Id,Ticket,Open time,Type,Volume,Symbol,Open price,S/L,T/P,Close time,Close price,Swap,Profit
25100015,250710242,2025-07-15 05:13:33,buy,0.1,AUDNZD,1.051,,,2025-07-15 05:23:16,1.078,0,2.7
25100015,250710243,2025-07-15 05:14:17,buy,0.1,AUDJPY,1.09,,,2025-07-15 05:23:17,1.053,0,-3.7
25100015,250710244,2025-07-15 05:15:33,buy,0.1,AUDJPY,1.084,,,2025-07-15 05:23:15,1.095,0,1.1
25100016,250710246,2025-07-15 05:17:24,buy,22,AUDJPY,1.082,,,2025-07-15 05:23:34,1.053,0,-638
25100015,250710251,2025-07-15 05:35:25,buy,0.1,AUDJPY,1.094,,,2025-07-15 05:35:27,1.075,0,-1.9
25100015,250710252,2025-07-15 05:36:23,buy,0.1,AUDJPY,1.06,,,2025-07-15 05:58:19,1.074,0,1.4
25100015,250710253,2025-07-15 05:36:36,buy,0.1,AUDJPY,1.08,,,2025-07-15 05:58:19,1.074,0,-0.6
25100015,250710254,2025-07-15 05:39:11,buy,0.1,AUDJPY,1.079,,,2025-07-15 05:58:19,1.074,0,-0.5
25100016,250710255,2025-07-15 05:40:51,buy,0.1,AUDJPY,1.099,,,2025-07-15 05:42:23,1.099,0,0
25100016,250710256,2025-07-15 05:41:41,buy,1,AUDJPY,1.074,,,2025-07-15 05:42:23,1.099,0,25
25100016,250710257,2025-07-15 05:41:46,buy,0.1,AUDJPY,1.051,,,2025-07-15 05:42:23,1.099,0,4.8
25100016,250710258,2025-07-15 05:42:35,buy,0.1,AUDJPY,1.091,,,2025-07-15 05:58:19,1.074,0,-1.7
25100015,250710261,2025-07-15 05:57:14,buy,0.1,AUDNZD,1.076,,,2025-07-15 05:58:13,1.068,0,-0.8
25100015,250710266,2025-07-15 05:58:58,buy,0.1,AUDJPY,1.054,,,2025-07-15 05:59:16,1.053,0,-0.1
25100015,250710268,2025-07-15 05:59:33,buy,0.1,AUDJPY,1.054,,,2025-07-15 06:07:52,1.071,0,1.7
25100015,250710279,2025-07-15 06:05:53,buy,0.1,AUDJPY,1.09,,,2025-07-15 06:07:52,1.071,0,-1.9
25100015,250710280,2025-07-15 06:05:53,buy,0.1,AUDJPY,1.09,,,2025-07-15 06:07:52,1.071,0,-1.9
25100015,250710281,2025-07-15 06:05:53,buy,0.1,AUDJPY,1.09,,,2025-07-15 06:07:52,1.071,0,-1.9
25100015,250710282,2025-07-15 06:05:54,buy,0.1,AUDJPY,1.09,,,2025-07-15 06:07:52,1.071,0,-1.9
25100015,250710283,2025-07-15 06:05:54,buy,0.1,AUDJPY,1.09,,,2025-07-15 06:07:52,1.071,0,-1.9
25100015,250710284,2025-07-15 06:05:54,buy,0.1,AUDJPY,1.09,,,2025-07-15 06:07:52,1.071,0,-1.9
25100015,250710285,2025-07-15 06:05:54,buy,0.1,AUDJPY,1.09,,,2025-07-15 06:07:52,1.071,0,-1.9
25100015,250710286,2025-07-15 06:05:55,buy,0.1,AUDJPY,1.09,,,2025-07-15 06:07:52,1.071,0,-1.9
25100015,250710287,2025-07-15 06:05:55,buy,0.1,AUDJPY,1.058,,,2025-07-15 06:07:52,1.071,0,1.3
25100015,250710288,2025-07-15 06:05:55,buy,0.1,AUDJPY,1.058,,,2025-07-15 06:07:52,1.071,0,1.3
25100015,250710289,2025-07-15 06:05:55,buy,0.1,AUDJPY,1.058,,,2025-07-15 06:07:52,1.064,0,0.6
25100015,250710290,2025-07-15 06:05:55,buy,0.1,AUDJPY,1.058,,,2025-07-15 06:07:52,1.064,0,0.6
25100015,250710291,2025-07-15 06:05:55,buy,0.1,AUDJPY,1.058,,,2025-07-15 06:07:52,1.064,0,0.6
25100015,250710292,2025-07-15 06:05:56,buy,0.1,AUDJPY,1.058,,,2025-07-15 06:07:52,1.064,0,0.6
25100015,250710293,2025-07-15 06:05:56,buy,0.1,AUDJPY,1.058,,,2025-07-15 06:07:52,1.064,0,0.6
25100015,250710294,2025-07-15 06:05:56,buy,0.1,AUDJPY,1.058,,,2025-07-15 06:07:52,1.064,0,0.6
25100015,250710295,2025-07-15 06:05:56,buy,0.1,AUDJPY,1.058,,,2025-07-15 06:07:52,1.064,0,0.6
25100015,250710296,2025-07-15 06:05:56,buy,0.1,AUDJPY,1.058,,,2025-07-15 06:07:52,1.064,0,0.6
25100015,250710297,2025-07-15 06:09:36,buy,0.1,AUDJPY,1.073,,,2025-07-15 06:11:00,1.087,0,1.4
25100015,250710298,2025-07-15 06:09:37,buy,0.1,AUDJPY,1.074,,,2025-07-15 06:11:00,1.087,0,1.3
25100015,250710299,2025-07-15 06:09:37,buy,0.1,AUDJPY,1.074,,,2025-07-15 06:11:00,1.087,0,1.3
25100015,250710300,2025-07-15 06:09:38,buy,0.1,AUDJPY,1.074,,,2025-07-15 06:11:00,1.087,0,1.3
25100015,250710301,2025-07-15 06:09:38,buy,0.1,AUDJPY,1.074,,,2025-07-15 06:11:00,1.087,0,1.3
25100015,250710302,2025-07-15 06:09:38,buy,0.1,AUDJPY,1.074,,,2025-07-15 06:11:00,1.087,0,1.3
25100015,250710303,2025-07-15 06:09:38,buy,0.1,AUDJPY,1.074,,,2025-07-15 06:11:00,1.087,0,1.3
25100015,250710304,2025-07-15 06:09:38,buy,0.1,AUDJPY,1.074,,,2025-07-15 06:11:00,1.087,0,1.3
25100015,250710305,2025-07-15 06:09:38,buy,0.1,AUDJPY,1.074,,,2025-07-15 06:11:00,1.087,0,1.3
25100015,250710306,2025-07-15 06:09:39,buy,0.1,AUDJPY,1.074,,,2025-07-15 06:11:00,1.087,0,1.3
25100015,250710307,2025-07-15 06:09:39,buy,0.1,AUDJPY,1.074,,,2025-07-15 06:11:00,1.087,0,1.3
25100015,250710308,2025-07-15 06:09:39,buy,0.1,AUDJPY,1.074,,,2025-07-15 06:11:00,1.087,0,1.3
25100015,250710309,2025-07-15 06:09:39,buy,0.1,AUDJPY,1.074,,,2025-07-15 06:11:00,1.087,0,1.3
25100015,250710310,2025-07-15 06:09:39,buy,0.1,AUDJPY,1.074,,,2025-07-15 06:11:00,1.087,0,1.3
25100015,250710311,2025-07-15 06:09:40,buy,0.1,AUDJPY,1.074,,,2025-07-15 06:11:00,1.087,0,1.3
